encounter_id,winner_url,winner,loser_url,loser,winner_score,loser_score,winner_rating,loser_rating,new_winner_rating,new_loser_rating
6,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/152CEA8B-87AE-457E-8DAD-4526868C7783,tedkittenski,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/152CEA8B-87AE-457E-8DAD-4526868C7783,tedkittenski,tedkittenski,3,25.0,25.0,29.39583201999916,20.604167980000835
12,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,Kumatora,3,25.0,25.0,29.39583201999916,20.604167980000835
16,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,Andrew,3,25.0,25.0,29.39583201999916,20.604167980000835
14,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/22B250E4-1F29-4965-AA15-BAE163C51C48,witdashifts | ren,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/22B250E4-1F29-4965-AA15-BAE163C51C48,witdashifts | ren,witdashifts | ren,3,25.0,25.0,29.39583201999916,20.604167980000835
10,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/B3251521-0410-4102-849B-508B91055706,Ferrari,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/B3251521-0410-4102-849B-508B91055706,Ferrari,0,Ferrari,25.0,25.0,29.39583201999916,20.604167980000835
2,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/3A1DB1A3-E2A7-478D-82ED-5F1392DFD1F9,HoG|SRG|WCT | Jkiller,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/3A1DB1A3-E2A7-478D-82ED-5F1392DFD1F9,HoG|SRG|WCT | Jkiller,1,HoG|SRG|WCT | Jkiller,25.0,25.0,29.39583201999916,20.604167980000835
8,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/5FA6F7BC-EA58-436E-A95D-663C4BFBE9EA,Moby Dick | Fruity,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/5FA6F7BC-EA58-436E-A95D-663C4BFBE9EA,Moby Dick | Fruity,Moby Dick | Fruity,3,25.0,25.0,29.39583201999916,20.604167980000835
23,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,$G|MP | Bank,3,25.0,25.0,29.39583201999916,20.604167980000835
18,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D15EB0C1-5E42-48B7-AE57-CC2D32CB5F0A,DadsAkimbo,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D15EB0C1-5E42-48B7-AE57-CC2D32CB5F0A,DadsAkimbo,DadsAkimbo,3,25.0,25.0,29.39583201999916,20.604167980000835
17,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,MATE | Kalvar,3,25.0,25.0,29.39583201999916,20.604167980000835
24,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/81101D13-20BA-4EAE-B751-833DA282F716,kuro,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/81101D13-20BA-4EAE-B751-833DA282F716,kuro,kuro,3,25.0,25.0,29.39583201999916,20.604167980000835
20,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,Bin/BTR | Yousef,3,25.0,25.0,29.39583201999916,20.604167980000835
19,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/146362B5-C93F-4326-A961-87E5CB8CC214,Karils | Conflict,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/146362B5-C93F-4326-A961-87E5CB8CC214,Karils | Conflict,Karils | Conflict,3,25.0,25.0,29.39583201999916,20.604167980000835
22,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/FD39543D-BDAA-4761-819C-A24F04A13F66,Sweat,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/FD39543D-BDAA-4761-819C-A24F04A13F66,Sweat,Sweat,3,25.0,25.0,29.39583201999916,20.604167980000835
54,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/8062702E-A7FA-4EC3-8392-CAE1EC850CA7,Vexoskeleton,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/8062702E-A7FA-4EC3-8392-CAE1EC850CA7,Vexoskeleton,Vexoskeleton,3,25.0,25.0,29.39583201999916,20.604167980000835
47,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,Andrew,3,25.0,25.0,29.39583201999916,20.604167980000835
21,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,Greenstach,3,25.0,25.0,29.39583201999916,20.604167980000835
53,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D7FDDAC0-A7DA-46EC-8E95-BEF442C36C84,MOOP,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D7FDDAC0-A7DA-46EC-8E95-BEF442C36C84,MOOP,MOOP,3,25.0,25.0,29.39583201999916,20.604167980000835
49,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,Kumatora,3,25.0,25.0,29.39583201999916,20.604167980000835
52,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/152CEA8B-87AE-457E-8DAD-4526868C7783,tedkittenski,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/152CEA8B-87AE-457E-8DAD-4526868C7783,tedkittenski,tedkittenski,3,25.0,25.0,29.39583201999916,20.604167980000835
55,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C214276E-3E28-431B-9620-0CAD0A2B1780,Andrew,Andrew,3,25.0,25.0,29.39583201999916,20.604167980000835
51,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/5FA6F7BC-EA58-436E-A95D-663C4BFBE9EA,Moby Dick | Fruity,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/5FA6F7BC-EA58-436E-A95D-663C4BFBE9EA,Moby Dick | Fruity,2,Moby Dick | Fruity,25.0,25.0,29.39583201999916,20.604167980000835
50,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/A5FB3E0B-7CB8-4E66-9A58-2F6A4289B7B1,chl0rine,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/A5FB3E0B-7CB8-4E66-9A58-2F6A4289B7B1,chl0rine,chl0rine,3,25.0,25.0,29.39583201999916,20.604167980000835
58,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D7FDDAC0-A7DA-46EC-8E95-BEF442C36C84,MOOP,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D7FDDAC0-A7DA-46EC-8E95-BEF442C36C84,MOOP,MOOP,3,25.0,25.0,29.39583201999916,20.604167980000835
25,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,MATE | Kalvar,3,25.0,25.0,29.39583201999916,20.604167980000835
57,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/B3251521-0410-4102-849B-508B91055706,Ferrari,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/B3251521-0410-4102-849B-508B91055706,Ferrari,1,Ferrari,25.0,25.0,29.39583201999916,20.604167980000835
28,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,2,$G|MP | Bank,25.0,25.0,29.39583201999916,20.604167980000835
26,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/146362B5-C93F-4326-A961-87E5CB8CC214,Karils | Conflict,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/146362B5-C93F-4326-A961-87E5CB8CC214,Karils | Conflict,Karils | Conflict,3,25.0,25.0,29.39583201999916,20.604167980000835
56,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/054C0B24-525F-4900-A94F-303DD7E0A9AB,Kumatora,Kumatora,3,25.0,25.0,29.39583201999916,20.604167980000835
27,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,2,Greenstach,25.0,25.0,29.39583201999916,20.604167980000835
61,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,$G|MP | Bank,3,25.0,25.0,29.39583201999916,20.604167980000835
59,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,Bin/BTR | Yousef,3,25.0,25.0,29.39583201999916,20.604167980000835
30,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/FD39543D-BDAA-4761-819C-A24F04A13F66,Sweat,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/FD39543D-BDAA-4761-819C-A24F04A13F66,Sweat,0,Sweat,25.0,25.0,29.39583201999916,20.604167980000835
62,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/89F9B97B-4479-4C7A-9D38-20AB7C84492A,Greenstach,Greenstach,3,25.0,25.0,29.39583201999916,20.604167980000835
29,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/F6E88BFB-8602-4A5A-9A02-7FA6D3098A6C,MATE | Kalvar,MATE | Kalvar,3,25.0,25.0,29.39583201999916,20.604167980000835
60,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D15EB0C1-5E42-48B7-AE57-CC2D32CB5F0A,DadsAkimbo,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/D15EB0C1-5E42-48B7-AE57-CC2D32CB5F0A,DadsAkimbo,DadsAkimbo,3,25.0,25.0,29.39583201999916,20.604167980000835
63,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/50459CB1-F14C-4F3E-894B-2F284C0EC5CB,Bin/BTR | Yousef,Bin/BTR | Yousef,3,25.0,25.0,29.39583201999916,20.604167980000835
64,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/C09FC6AD-FF20-4743-A7DF-ACCD0B57B842,$G|MP | Bank,1,$G|MP | Bank,25.0,25.0,29.39583201999916,20.604167980000835
68,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B376D3E-AF9F-401C-A09F-4FA417B3FBC5,Clambering Netizen,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B376D3E-AF9F-401C-A09F-4FA417B3FBC5,Clambering Netizen,Clambering Netizen,3,25.0,25.0,29.39583201999916,20.604167980000835
80,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/33CCFA5E-D301-43DD-A465-AB6BAF109BBB,Raf,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/33CCFA5E-D301-43DD-A465-AB6BAF109BBB,Raf,Raf,3,25.0,25.0,29.39583201999916,20.604167980000835
66,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4D76C657-17EB-4680-ADD9-3C31DF7AB9A9,DarkCloud,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4D76C657-17EB-4680-ADD9-3C31DF7AB9A9,DarkCloud,DarkCloud,3,25.0,25.0,29.39583201999916,20.604167980000835
78,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/1D5EEE18-BC65-4D74-B656-38CCAC13A313,WAS | Sock,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/1D5EEE18-BC65-4D74-B656-38CCAC13A313,WAS | Sock,WAS | Sock,3,25.0,25.0,29.39583201999916,20.604167980000835
74,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/8DCABC8A-D030-4C17-9699-8D925C804D20,sfy bees,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/8DCABC8A-D030-4C17-9699-8D925C804D20,sfy bees,sfy bees,3,25.0,25.0,29.39583201999916,20.604167980000835
83,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B144262-CF20-4CE7-8A2E-A8F58AB635E9,Comcast | The CoveCare Scare,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B144262-CF20-4CE7-8A2E-A8F58AB635E9,Comcast | The CoveCare Scare,Comcast | The CoveCare Scare,3,25.0,25.0,29.39583201999916,20.604167980000835
88,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/3F0F141D-F841-4851-8108-F0A7C43838D3,hc | kraft,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/3F0F141D-F841-4851-8108-F0A7C43838D3,hc | kraft,hc | kraft,3,25.0,25.0,29.39583201999916,20.604167980000835
87,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/9532FC9C-736F-448B-834A-D1CC2341C1F9,MG / NHPR | Golden,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/9532FC9C-736F-448B-834A-D1CC2341C1F9,MG / NHPR | Golden,MG / NHPR | Golden,3,25.0,25.0,29.39583201999916,20.604167980000835
84,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/62E74BF0-2516-47FB-9904-8B687A4DEFC9,Rat Rattington,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/62E74BF0-2516-47FB-9904-8B687A4DEFC9,Rat Rattington,Rat Rattington,3,25.0,25.0,29.39583201999916,20.604167980000835
86,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/AE6FA720-F196-4B8B-A6B9-9EBC810F8A1F,Hysteric,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/AE6FA720-F196-4B8B-A6B9-9EBC810F8A1F,Hysteric,Hysteric,3,25.0,25.0,29.39583201999916,20.604167980000835
81,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/E5B2C321-A1F7-4630-AE8A-6C5154CFAA7C,bonfire10,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/E5B2C321-A1F7-4630-AE8A-6C5154CFAA7C,bonfire10,bonfire10,3,25.0,25.0,29.39583201999916,20.604167980000835
82,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/251476DF-8717-4A1B-87B0-CA997BBDC897,HoG | The Baconator,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/251476DF-8717-4A1B-87B0-CA997BBDC897,HoG | The Baconator,HoG | The Baconator,3,25.0,25.0,29.39583201999916,20.604167980000835
111,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/33CCFA5E-D301-43DD-A465-AB6BAF109BBB,Raf,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/33CCFA5E-D301-43DD-A465-AB6BAF109BBB,Raf,Raf,3,25.0,25.0,29.39583201999916,20.604167980000835
112,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/1D5EEE18-BC65-4D74-B656-38CCAC13A313,WAS | Sock,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/1D5EEE18-BC65-4D74-B656-38CCAC13A313,WAS | Sock,WAS | Sock,3,25.0,25.0,29.39583201999916,20.604167980000835
85,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/903E1473-2420-4D37-BD00-D5E4B08DBD1F,OUG | Electroman,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/903E1473-2420-4D37-BD00-D5E4B08DBD1F,OUG | Electroman,OUG | Electroman,3,25.0,25.0,29.39583201999916,20.604167980000835
92,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/9532FC9C-736F-448B-834A-D1CC2341C1F9,MG / NHPR | Golden,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/9532FC9C-736F-448B-834A-D1CC2341C1F9,MG / NHPR | Golden,2,MG / NHPR | Golden,25.0,25.0,29.39583201999916,20.604167980000835
118,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4D76C657-17EB-4680-ADD9-3C31DF7AB9A9,DarkCloud,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4D76C657-17EB-4680-ADD9-3C31DF7AB9A9,DarkCloud,DarkCloud,3,25.0,25.0,29.39583201999916,20.604167980000835
115,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/906962F5-5DB3-4DDC-AE0F-2D28B17C8DE0,KrillKilla,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/906962F5-5DB3-4DDC-AE0F-2D28B17C8DE0,KrillKilla,KrillKilla,3,25.0,25.0,29.39583201999916,20.604167980000835
89,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/E5B2C321-A1F7-4630-AE8A-6C5154CFAA7C,bonfire10,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/E5B2C321-A1F7-4630-AE8A-6C5154CFAA7C,bonfire10,bonfire10,3,25.0,25.0,29.39583201999916,20.604167980000835
117,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B376D3E-AF9F-401C-A09F-4FA417B3FBC5,Clambering Netizen,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/4B376D3E-AF9F-401C-A09F-4FA417B3FBC5,Clambering Netizen,Clambering Netizen,3,25.0,25.0,29.39583201999916,20.604167980000835
91,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/903E1473-2420-4D37-BD00-D5E4B08DBD1F,OUG | Electroman,/tournament/633C3E6E-A97A-45F9-B1B4-1ADA348C350C/player/903E1473-2420-4D37-BD00-D5E4B08DBD1F,OUG | Electroman,OUG | Electroman,3,25.0,25.0,29.39583201999916,20.604167980000835
